userId,houseNumber,street,city,province,country,postalCode
2998,847,Center,Saint-Étienne,British Columbia,France,42963 CEDEX 9,1
2999,448,Haas,Sophia Antipolis,Alberta,France,06905 CEDEX,1
3000,207,Bartelt,Le Mans,Prince Edward Island,France,72015 CEDEX 2,1
3001,233,Delaware,Berlin,Saskatchewan,Germany,12559,1
3002,212,Pennsylvania,Kramsk,New Brunswick,Poland,62-511,1
3003,913,Ridge Oak,Paris 18,British Columbia,France,75879 CEDEX 18,1
3004,212,Kennedy,Chorkówka,New Brunswick,Poland,38-458,1
3005,493,Grasskamp,Solec-Zdrój,Nova Scotia,Poland,28-131,1
3006,497,Arkansas,Apeldoorn,Manitoba,Netherlands,7329,1
3007,523,School,Bordeaux,Newfoundland and Labrador,France,33060 CEDEX,1
3008,307,Pennsylvania,Praszka,Prince Edward Island,Poland,46-320,1
3009,927,Redwing,Orvault,Quebec,France,44706 CEDEX,1
3010,902,Arrowood,Widuchowa,Prince Edward Island,Poland,74-120,1
3011,553,Bobwhite,Sypniewo,Nova Scotia,Poland,06-216,1
3012,648,Scofield,Cholet,Newfoundland and Labrador,France,49321 CEDEX,1
3013,460,Fisk,Trzebieszów,Saskatchewan,Poland,21-404,1
3014,113,Main,Oleszyce,Newfoundland and Labrador,Poland,37-630,1
3015,37,Fisk,Berlin,Prince Edward Island,Germany,12307,1
3016,718,High Crossing,Mirecourt,Newfoundland and Labrador,France,88504 CEDEX,1
3017,372,Red Cloud,Ręczno,British Columbia,Poland,97-510,1
3018,782,Granby,Bussum,Prince Edward Island,Netherlands,1404,1
3019,84,Cottonwood,Wapno,Saskatchewan,Poland,62-120,1
3020,217,Roth,Massy,Ontario,France,91574 CEDEX,1
3021,827,Talmadge,Borzęta,British Columbia,Poland,32-447,1
3022,441,Donald,Świętajno,Alberta,Poland,19-411,1
3023,1000,Vernon,Luboń,Ontario,Poland,62-031,1
3024,328,Novick,Altkirch,Newfoundland and Labrador,France,68134 CEDEX,1
3025,203,Rieder,Sieniawa,Alberta,Poland,37-530,1
3026,958,Hollow Ridge,Świętajno,Quebec,Poland,19-411,1
3027,631,Talmadge,Terneuzen,Manitoba,Netherlands,4534,1
3028,479,Homewood,Lens,Manitoba,France,62304 CEDEX,1
3029,466,Golf Course,Cergy-Pontoise,Prince Edward Island,France,95319 CEDEX,1
3030,548,Hanson,Dunkerque,Newfoundland and Labrador,France,59640,1
3031,922,Rowland,Prostki,Nova Scotia,Poland,19-335,1
3032,651,Mccormick,Słupno,Ontario,Poland,09-472,1
3033,511,Clove,Nieborów,New Brunswick,Poland,99-416,1
3034,338,Hudson,Czudec,Nova Scotia,Poland,38-120,1
3035,637,Cardinal,Włocławek,Ontario,Poland,87-822,1
3036,349,Monica,Pont-à-Mousson,New Brunswick,France,54704 CEDEX,1
3037,730,Becker,Bergerac,Prince Edward Island,France,24111 CEDEX,1
3038,965,Eastwood,Częstochowa,Newfoundland and Labrador,Poland,42-294,1
3039,178,Maryland,Meaux,New Brunswick,France,77109 CEDEX,1
3040,706,Sycamore,Arnage,Ontario,France,72234 CEDEX,1
3041,844,Acker,Élancourt,Alberta,France,78990,1
3042,549,Evergreen,Leipzig,Alberta,Germany,04109,1
3043,70,Little Fleur,Raczki,British Columbia,Poland,16-420,1
3044,742,Fordem,Gryfów Śląski,Quebec,Poland,59-620,1
3045,943,Old Gate,Laxou,Alberta,France,54529 CEDEX,1
3046,285,Sherman,Mokotów,Saskatchewan,Poland,05-090,1
3047,847,Red Cloud,Ceuta,New Brunswick,Spain,51005,1
3048,904,Sloan,Kortowo,Saskatchewan,Poland,11-041,1
3049,162,Sauthoff,Golcowa,Ontario,Poland,36-231,1
3050,775,Corscot,Suresnes,British Columbia,France,92154 CEDEX,1
3051,178,Di Loreto,Winnica,Manitoba,Poland,06-120,1
3052,419,Arkansas,Pruchnik,Manitoba,Poland,37-560,1
3053,17,Mendota,Balma,British Columbia,France,31139 CEDEX,1
3054,839,Lindbergh,Carpentras,Quebec,France,84204 CEDEX,1
3055,759,Spenser,Wilkołaz,Manitoba,Poland,23-212,1
3056,883,Hazelcrest,Belsk Duży,British Columbia,Poland,05-622,1
3057,288,Brickson Park,Blois,Manitoba,France,41976 CEDEX 9,1
3058,975,Trailsway,Palma De Mallorca,Newfoundland and Labrador,Spain,07010,1
3059,359,Banding,Saint-Laurent-du-Var,Quebec,France,06721 CEDEX,1
3060,643,Vahlen,Le Chambon-Feugerolles,Alberta,France,42505 CEDEX,1
3061,169,Canary,Ustrzyki Dolne,Manitoba,Poland,38-700,1
3062,770,Golf View,Saint-Quentin-en-Yvelines,Ontario,France,78181 CEDEX,1
3063,57,Knutson,Brest,Alberta,France,29213 CEDEX 1,1
3064,218,Russell,Dresden,Manitoba,Germany,01462,1
3065,231,Green,Domaradz,Manitoba,Poland,36-230,1
3066,876,Dahle,Wasquehal,Nova Scotia,France,59449 CEDEX,1
3067,506,Heath,Ciechanów,Manitoba,Poland,06-413,1
3068,177,Grim,Carrières-sur-Seine,Prince Edward Island,France,78424 CEDEX,1
3069,583,Bultman,Regimin,Newfoundland and Labrador,Poland,06-461,1
3070,150,Hovde,Solec Nad Wisłą,New Brunswick,Poland,80-201,1
3071,929,Arapahoe,Pontevedra,Quebec,Spain,36005,1
3072,879,Tony,Wilga,Quebec,Poland,08-470,1
3073,333,Eagle Crest,Ciechocin,Ontario,Poland,87-408,1
3074,165,Oak Valley,Mikstat,New Brunswick,Poland,63-510,1
3075,916,Bay,Suwałki,Nova Scotia,Poland,16-433,1
3076,37,Bashford,Czerwin,Manitoba,Poland,07-407,1
3077,769,Vidon,Orvault,New Brunswick,France,44706 CEDEX,1
3078,130,Erie,Wydminy,Quebec,Poland,11-510,1
3079,183,Hintze,Vesoul,Nova Scotia,France,70030 CEDEX,1
3080,195,Green Ridge,Saint-Louis,Ontario,France,68309 CEDEX,1
3081,904,Moulton,Straszydle,New Brunswick,Poland,36-043,1
3082,827,Eliot,Draguignan,Ontario,France,83300,1
3083,977,Oriole,Paris 17,British Columbia,France,75837 CEDEX 17,1
3084,41,Dottie,Tassin-la-Demi-Lune,Alberta,France,69814 CEDEX,1
3085,529,Katie,Paris La Défense,New Brunswick,France,92077 CEDEX,1
3086,101,Pankratz,Lübeck,New Brunswick,Germany,23568,1
3087,437,Ruskin,Grębków,Prince Edward Island,Poland,07-110,1
3088,261,Haas,Kołbiel,Alberta,Poland,05-340,1
3089,2,Kinsman,Uherce Mineralne,New Brunswick,Poland,85-156,1
3090,347,Mendota,Kołczygłowy,British Columbia,Poland,77-140,1
3091,197,Summer Ridge,Troyes,Saskatchewan,France,10014 CEDEX,1
3092,715,Steensland,Ustrzyki Dolne,British Columbia,Poland,38-700,1
3093,722,Shoshone,Imielin,Saskatchewan,Poland,41-407,1
3094,986,Armistice,Nancy,Ontario,France,54021 CEDEX,1
3095,932,Texas,Lyon,Prince Edward Island,France,69413 CEDEX 06,1
3096,10,Leroy,Leipzig,New Brunswick,Germany,04109,1
3097,764,Summer Ridge,Gwoźnica Górna,New Brunswick,Poland,38-116,1
3098,960,Vahlen,Lescar,Newfoundland and Labrador,France,64234 CEDEX,1
3099,562,Moland,Werbkowice,British Columbia,Poland,22-550,1
3100,677,Pepper Wood,Troyes,Nova Scotia,France,10004 CEDEX,1
3101,140,Oneill,Borucin,Quebec,Poland,47-451,1
3102,18,Becker,Sieradza,Quebec,Poland,33-240,1
3103,740,Kingsford,Nozdrzec,Newfoundland and Labrador,Poland,36-245,1
3104,19,Park Meadow,Apeldoorn,Quebec,Netherlands,7309,1
3105,623,Oak Valley,Świnna,Newfoundland and Labrador,Poland,34-331,1
3106,93,Little Fleur,Villeneuve-sur-Lot,British Columbia,France,47304 CEDEX,1
3107,783,Magdeline,Skrzyszów,Saskatchewan,Poland,44-348,1
3108,773,Boyd,Kampinos,Saskatchewan,Poland,05-085,1
3109,639,Bultman,Avignon,Ontario,France,84902 CEDEX 9,1
3110,867,Division,Thouars,Manitoba,France,79104 CEDEX,1
3111,780,Bultman,Digne-les-Bains,Quebec,France,04004 CEDEX,1
3112,131,Toban,Caen,Quebec,France,14085 CEDEX 9,1
3113,297,School,Ploemeur,Ontario,France,56274 CEDEX,1
3114,831,Petterle,Saint-Nazaire,British Columbia,France,44604 CEDEX,1
3115,592,New Castle,Paris La Défense,Ontario,France,92974 CEDEX,1
3116,869,Charing Cross,Strawczyn,Prince Edward Island,Poland,26-067,1
3117,267,Eagle Crest,Pewel Wielka,Manitoba,Poland,34-332,1
3118,627,Prairieview,Stanowice,British Columbia,Poland,44-247,1
3119,681,Dennis,Albi,Quebec,France,81017 CEDEX 9,1
3120,315,Hagan,Roissy Charles-de-Gaulle,New Brunswick,France,95915 CEDEX 2,1
3121,362,Coleman,Vigo,New Brunswick,Spain,36215,1
3122,428,Melody,Lyon,Saskatchewan,France,69406 CEDEX 03,1
3123,696,Melody,Fosses,Ontario,France,95479 CEDEX,1
3124,603,Green Ridge,Marianowo,Manitoba,Poland,73-121,1
3125,513,Emmet,Piława Górna,Alberta,Poland,58-240,1
3126,886,Delaware,Paris 19,Nova Scotia,France,75171 CEDEX 19,1
3127,836,Eastlawn,Pruszcz,British Columbia,Poland,86-120,1
3128,633,Banding,Saint-Étienne,British Columbia,France,42963 CEDEX 9,1
3129,175,1st,Zaandam,Saskatchewan,Netherlands,1509,1
3130,798,Stone Corner,Mulhouse,Ontario,France,68069 CEDEX 2,1
3131,995,Buena Vista,Pontevedra,Ontario,Spain,36164,1
3132,847,Portage,Opatowiec,Ontario,Poland,28-520,1
3133,981,Clarendon,Niort,Quebec,France,79072 CEDEX 9,1
3134,243,Dahle,Lipce Reymontowskie,Manitoba,Poland,96-127,1
3135,16,Goodland,Obsza,British Columbia,Poland,23-413,1
3136,30,Del Sol,L'Union,Quebec,France,31244 CEDEX,1
3137,687,Graceland,Zwolle,Alberta,Netherlands,8029,1
3138,976,Mallory,Strawczyn,British Columbia,Poland,26-067,1
3139,305,Manufacturers,Amsterdam Westpoort,Alberta,Netherlands,1049,1
3140,176,Schmedeman,Besançon,Nova Scotia,France,25014 CEDEX,1
3141,632,Transport,Wrząsowice,British Columbia,Poland,32-031,1
3142,283,Mcbride,Palmas De Gran Canaria, Las,Newfoundland and Labrador,Spain,35015,1
3143,563,Birchwood,Lorient,British Columbia,France,56109 CEDEX,1
3144,884,Commercial,Truskolasy,Saskatchewan,Poland,42-134,1
3145,173,Bayside,Strasbourg,Saskatchewan,France,67029 CEDEX 1,1
3146,158,Alpine,Stara Kiszewa,New Brunswick,Poland,83-430,1
3147,565,Graedel,Gniechowice,Nova Scotia,Poland,55-042,1
3148,321,Victoria,Paris 15,Ontario,France,75737 CEDEX 15,1
3149,579,Forest,Raków,Alberta,Poland,26-035,1
3150,582,Farragut,Skołyszyn,Prince Edward Island,Poland,38-242,1
3151,449,Lien,Rungis,British Columbia,France,94659 CEDEX 1,1
3152,790,Mitchell,Pau,Alberta,France,64080 CEDEX,1
3153,81,Bay,Dunkerque,Quebec,France,59640,1
3154,574,Spaight,Bourges,New Brunswick,France,18035 CEDEX,1
3155,377,Eagle Crest,Clamart,Quebec,France,92144 CEDEX,1
3156,966,Stuart,Vichy,Manitoba,France,03209 CEDEX,1
3157,214,Walton,Cielądz,Manitoba,Poland,96-214,1
3158,454,Farragut,Berlin,Quebec,Germany,12045,1
3159,74,Springview,Mników,Prince Edward Island,Poland,32-064,1
3160,298,Barby,Millau,Ontario,France,12104 CEDEX,1
3161,964,Karstens,Besko,Prince Edward Island,Poland,38-524,1
3162,506,Almo,Dijon,New Brunswick,France,21030 CEDEX,1
3163,213,Lighthouse Bay,Noisy-le-Grand,British Columbia,France,93164 CEDEX,1
3164,869,Golden Leaf,Nantes,Manitoba,France,44966 CEDEX 9,1
3165,171,Hanson,Illkirch-Graffenstaden,Manitoba,France,67404 CEDEX,1
3166,939,Judy,Szczawnica,Alberta,Poland,34-460,1
3167,773,Swallow,Clichy,New Brunswick,France,92119 CEDEX,1
3168,102,Barnett,Święciechowa,Quebec,Poland,64-115,1
3169,806,Valley Edge,Lisia Góra,Nova Scotia,Poland,33-140,1
3170,773,Fieldstone,Nemours,Manitoba,France,77794 CEDEX,1
3171,819,Eastlawn,Kluczbork,Prince Edward Island,Poland,46-203,1
3172,604,Westerfield,Nice,Alberta,France,06306 CEDEX 4,1
3173,916,Lindbergh,Siennica Różana,Alberta,Poland,22-304,1
3174,834,Service,Żabieniec,Alberta,Poland,05-509,1
3175,544,Arrowood,Zduńska Wola,British Columbia,Poland,98-231,1
3176,206,Division,Psary,Nova Scotia,Poland,42-580,1
3177,479,Petterle,Cedynia,Manitoba,Poland,74-520,1
3178,711,Logan,Miribel,Quebec,France,26350,1
3179,706,Logan,Tomaszów Lubelski,Newfoundland and Labrador,Poland,22-602,1
3180,52,Rigney,Tarnawatka,British Columbia,Poland,22-604,1
3181,963,Corscot,Gorzów Śląski,Newfoundland and Labrador,Poland,46-310,1
3182,358,Hagan,Kobylanka,Manitoba,Poland,73-108,1
3183,355,Debra,Lübeck,Alberta,Germany,23568,1
3184,553,Caliangt,Aix-les-Bains,Newfoundland and Labrador,France,73104 CEDEX,1
3185,220,Larry,München,Ontario,Germany,80686,1
3186,628,Becker,Stuttgart,Prince Edward Island,Germany,70190,1
3187,588,Porter,Poitiers,Quebec,France,86093 CEDEX 9,1
3188,662,Anthes,Piotrków Trybunalski,Nova Scotia,Poland,97-312,1
3189,833,Moland,Annecy,Nova Scotia,France,74041 CEDEX,1
3190,598,Hayes,Kiełczów,Nova Scotia,Poland,55-093,1
3191,163,Harbort,Almelo,Quebec,Netherlands,7604,1
3192,123,Monica,Nanterre,Newfoundland and Labrador,France,92727 CEDEX,1
3193,992,1st,Paris 01,Ontario,France,75054 CEDEX 01,1
3194,255,6th,Czarna,Prince Edward Island,Poland,39-215,1
3195,355,Armistice,Lyon,New Brunswick,France,69339 CEDEX 02,1
3196,873,Hansons,Montbéliard,Manitoba,France,25204 CEDEX,1
3197,427,Jenna,Fontenay-sous-Bois,Manitoba,France,94726 CEDEX,1
3198,385,Johnson,Wąsosz,Newfoundland and Labrador,Poland,56-210,1
3199,37,Cambridge,Skoczów,British Columbia,Poland,43-430,1
3200,545,Cambridge,Babice,British Columbia,Poland,37-754,1
3201,296,Florence,Amsterdam,New Brunswick,Netherlands,1004,1
3202,700,Lotheville,Nantes,New Brunswick,France,44916 CEDEX 9,1
3203,461,Doe Crossing,Międzyrzecz,Nova Scotia,Poland,66-302,1
3204,391,Mayer,Rennes,Ontario,France,35914 CEDEX 9,1
3205,534,Corscot,Palcza,Manitoba,Poland,34-211,1
3206,476,Amoth,Husów,Prince Edward Island,Poland,37-121,1
3207,511,Sunnyside,Dąbrowa,Newfoundland and Labrador,Poland,88-306,1
3208,874,Novick,Chwałowice,Alberta,Poland,27-630,1
3209,427,Sommers,Goussainville,Ontario,France,95194 CEDEX,1
3210,442,Mallory,Paris 13,Prince Edward Island,France,75638 CEDEX 13,1
3211,689,Lerdahl,Haczów,Newfoundland and Labrador,Poland,36-213,1
3212,862,Kenwood,Kąty Wrocławskie,Nova Scotia,Poland,55-080,1
3213,535,Old Gate,Leiden,Nova Scotia,Netherlands,2329,1
3214,819,Gina,Pisz,Prince Edward Island,Poland,12-201,1
3215,994,Mendota,Crépy-en-Valois,Ontario,France,60804 CEDEX,1
3216,109,Acker,Tournai,Ontario,Belgium,7536,1
3217,725,Towne,Czarna Dąbrówka,Alberta,Poland,77-116,1
3218,438,Pine View,Frampol,Quebec,Poland,23-440,1
3219,53,Northview,Trawniki,Prince Edward Island,Poland,21-044,1
3220,54,Sunbrook,Kowale,Ontario,Poland,83-010,1
3221,326,Ludington,Bieniewice,British Columbia,Poland,05-870,1
3222,705,Northwestern,Nieborów,New Brunswick,Poland,99-416,1
3223,172,Bartillon,Brzeźnica,Manitoba,Poland,68-113,1
3224,765,Manufacturers,Murowana Goślina,Ontario,Poland,62-096,1
3225,659,Algoma,Tworków,Manitoba,Poland,47-451,1
3226,474,Hauk,Verdun,Prince Edward Island,France,55109 CEDEX,1
3227,327,Harbort,Arnhem,Newfoundland and Labrador,Netherlands,6834,1
3228,337,Sunnyside,Świlcza,New Brunswick,Poland,36-072,1
3229,130,Bluestem,Cholet,New Brunswick,France,49321 CEDEX,1
3230,520,North,Verdun,Ontario,France,55109 CEDEX,1
3231,264,Lawn,Levallois-Perret,Saskatchewan,France,92592 CEDEX,1
3232,266,Troy,Mitry-Mory,British Columbia,France,77294 CEDEX,1
3233,935,Hagan,Brzeszcze,Prince Edward Island,Poland,32-622,1
3234,635,Kings,Claye-Souilly,Newfoundland and Labrador,France,77414 CEDEX,1
3235,263,Hagan,Morez,Saskatchewan,France,39409 CEDEX,1
3236,901,Fisk,Pamiątkowo,Nova Scotia,Poland,00-805,1
3237,292,Scott,Białaczów,Newfoundland and Labrador,Poland,26-307,1
3238,202,Kim,Grodków,Quebec,Poland,49-200,1
3239,937,Stone Corner,Paris 04,Saskatchewan,France,75188 CEDEX 04,1
3240,666,Roxbury,Quimperlé,British Columbia,France,29399 CEDEX,1
3241,391,La Follette,Corbeil-Essonnes,Prince Edward Island,France,91815 CEDEX,1
3242,567,Hermina,Lille,Newfoundland and Labrador,France,59007 CEDEX,1
3243,672,Westport,Vittel,Prince Edward Island,France,88804 CEDEX,1
3244,98,Corry,Toulouse,Manitoba,France,31019 CEDEX 2,1
3245,973,Arrowood,Marseille,Nova Scotia,France,13269 CEDEX 08,1
3246,364,Lunder,Buk,British Columbia,Poland,64-320,1
3247,278,Dixon,Périgny,Prince Edward Island,France,17184 CEDEX,1
3248,354,Bunting,Lacroix-Saint-Ouen,New Brunswick,France,60618 CEDEX,1
3249,985,Scott,Lille,Saskatchewan,France,59049 CEDEX,1
3250,447,5th,Guyancourt,Prince Edward Island,France,78280,1
3251,412,Corben,Gwoźnica Górna,Newfoundland and Labrador,Poland,38-116,1
3252,730,Eagan,Limanowa,Ontario,Poland,34-651,1
3253,67,Mitchell,Kampen (Overijssel),Quebec,Netherlands,8264,1
3254,810,Sheridan,Marseille,Saskatchewan,France,13348 CEDEX 20,1
3255,339,Mariners Cove,Szczurowa,Nova Scotia,Poland,32-820,1
3256,499,Emmet,Łysomice,Newfoundland and Labrador,Poland,87-148,1
3257,375,Birchwood,Perzów,Prince Edward Island,Poland,63-642,1
3258,811,Messerschmidt,Wielgie,Manitoba,Poland,87-603,1
3259,456,Manley,Chantilly,Alberta,France,60647 CEDEX,1
3260,351,Prairie Rose,Błażowa,Nova Scotia,Poland,36-030,1
3261,467,Hallows,Freiburg im Breisgau,Saskatchewan,Germany,79106,1
3262,31,Brown,Boulogne-sur-Mer,British Columbia,France,62222 CEDEX,1
3263,673,Orin,Cherbourg-Octeville,Saskatchewan,France,50109 CEDEX,1
3264,417,Grasskamp,Wawrzeńczyce,British Columbia,Poland,32-125,1
3265,634,Grayhawk,Niort,Nova Scotia,France,79099 CEDEX 9,1
3266,189,Blaine,Cavaillon,British Columbia,France,84309 CEDEX,1
3267,931,Rowland,Blizne,Newfoundland and Labrador,Poland,36-221,1
3268,434,Heath,Paris 11,Nova Scotia,France,75522 CEDEX 11,1
3269,32,Miller,Saint-Flour,Nova Scotia,France,15104 CEDEX,1
3270,261,Westport,Pamplona/Iruña,Alberta,Spain,31005,1
3271,76,Eastlawn,Aix-en-Provence,Alberta,France,13858 CEDEX 3,1
3272,399,Annamark,Saint-Jean-de-Luz,Ontario,France,64504 CEDEX,1
3273,196,New Castle,Brzączowice,Quebec,Poland,32-447,1
3274,533,Messerschmidt,Popielów,Prince Edward Island,Poland,46-090,1
3275,768,Hayes,Draguignan,Prince Edward Island,France,83300,1
3276,339,Darwin,Nevers,New Brunswick,France,58028 CEDEX,1
3277,611,Forest Dale,Berlin,New Brunswick,Germany,12169,1
3278,938,Spaight,Limoges,New Brunswick,France,87066 CEDEX 2,1
3279,612,Hauk,Opatów,Manitoba,Poland,42-152,1
3280,104,Thompson,Świeradów-Zdrój,Quebec,Poland,59-852,1
3281,95,Cottonwood,Houten,Quebec,Netherlands,3994,1
3282,332,Twin Pines,Saint-Chamond,British Columbia,France,42404 CEDEX,1
3283,249,Knutson,Mosina,Ontario,Poland,62-050,1
3284,137,Huxley,Roermond,Newfoundland and Labrador,Netherlands,6044,1
3285,167,Merchant,Koło,Alberta,Poland,62-602,1
3286,161,Bobwhite,Kolonowskie,Alberta,Poland,47-113,1
3287,92,Linden,Ujsoły,Newfoundland and Labrador,Poland,34-371,1
3288,383,Bartelt,Salon-de-Provence,Quebec,France,13654 CEDEX,1
3289,996,Buell,Paris La Défense,British Columbia,France,92980 CEDEX,1
3290,222,Reindahl,Bordeaux,Saskatchewan,France,33801 CEDEX,1
3291,830,2nd,Jednorożec,Ontario,Poland,06-323,1
3292,148,Texas,Tarascon,New Brunswick,France,13155 CEDEX,1
3293,417,Colorado,Labège,Prince Edward Island,France,31673 CEDEX,1
3294,54,Macpherson,Reutlingen,Manitoba,Germany,72768,1
3295,233,Maryland,'s-Hertogenbosch,New Brunswick,Netherlands,5204,1
3296,524,Chinook,Rodez,Quebec,France,12030 CEDEX 9,1
3297,997,Boyd,Przodkowo,Alberta,Poland,83-304,1
3298,21,Dixon,Grębków,Newfoundland and Labrador,Poland,07-110,1
3299,405,Bunker Hill,Tymbark,Quebec,Poland,34-650,1
3300,572,Shopko,Nice,Newfoundland and Labrador,France,06306 CEDEX 4,1
3301,420,Carey,Poniatowa,British Columbia,Poland,24-320,1
3302,818,Mallard,Ryki,New Brunswick,Poland,08-500,1
3303,815,Maywood,Nowa Sarzyna,New Brunswick,Poland,37-310,1
3304,890,Bartelt,Marseille,Saskatchewan,France,13253 CEDEX 06,1
3305,850,Mandrake,Wierzchowo,Prince Edward Island,Poland,78-530,1
3306,663,Heath,Brzyska,Ontario,Poland,38-212,1
3307,902,Hollow Ridge,Saverne,Manitoba,France,67704 CEDEX,1
3308,545,Blue Bill Park,Vichy,Nova Scotia,France,03209 CEDEX,1
3309,806,Rowland,Nijmegen,Ontario,Netherlands,6529,1
3310,750,Oak,Knyszyn,Ontario,Poland,19-120,1
3311,281,Superior,Częstochowa,Saskatchewan,Poland,42-294,1
3312,982,Oakridge,Sierpc,Manitoba,Poland,09-200,1
3313,155,Delladonna,Metz,Saskatchewan,France,57032 CEDEX 01,1
3314,867,Crescent Oaks,München,New Brunswick,Germany,80804,1
3315,129,Fordem,Jabłonowo Pomorskie,Ontario,Poland,87-330,1
3316,526,Manley,Grenoble,Quebec,France,38816 CEDEX 1,1
3317,648,Scott,Drawsko Pomorskie,Saskatchewan,Poland,78-500,1
3318,206,Delaware,Neuilly-sur-Marne,Ontario,France,93335 CEDEX,1
3319,789,Sage,Orvault,Prince Edward Island,France,44706 CEDEX,1
3320,890,Jay,Marseille,Prince Edward Island,France,13245 CEDEX 04,1
3321,412,Mallard,Ryjewo,Alberta,Poland,82-420,1
3322,492,Esch,Nice,Alberta,France,06073 CEDEX 1,1
3323,826,Rieder,Digne-les-Bains,Alberta,France,04004 CEDEX,1
3324,760,Di Loreto,Mstów,Ontario,Poland,42-244,1
3325,803,Fremont,Baranowo,Manitoba,Poland,06-320,1
3326,463,Bultman,Strzyżowice,Saskatchewan,Poland,42-575,1
3327,249,Paget,Mysiadło,New Brunswick,Poland,05-509,1
3328,342,Manitowish,Nowosielce,Nova Scotia,Poland,38-533,1
3329,111,Sunbrook,Sevilla,Saskatchewan,Spain,41015,1
3330,436,Kennedy,Metz,Quebec,France,57032 CEDEX 01,1
3331,490,Roxbury,Bielsk Podlaski,Prince Edward Island,Poland,17-102,1
3332,503,Mccormick,Vélizy-Villacoublay,Quebec,France,78942 CEDEX,1
3333,753,Ilene,Bordeaux,Newfoundland and Labrador,France,33911 CEDEX 9,1
3334,745,Colorado,Ścinawa,Newfoundland and Labrador,Poland,59-330,1
3335,669,Gulseth,Malanów,Alberta,Poland,62-709,1
3336,607,Maryland,Książ Wielkopolski,Alberta,Poland,63-130,1
3337,553,Glacier Hill,Tournon-sur-Rhône,British Columbia,France,07304 CEDEX,1
3338,412,Larry,Osiedle-Nowiny,Alberta,Poland,93-154,1
3339,523,Jenna,Psary,Prince Edward Island,Poland,42-580,1
3340,90,Carberry,Romans-sur-Isère,New Brunswick,France,26109 CEDEX,1
3341,598,Oak,Nice,British Columbia,France,06102 CEDEX 2,1
3342,603,Morrow,Lille,Nova Scotia,France,59049 CEDEX,1
3343,121,Memorial,Odolanów,Manitoba,Poland,63-430,1
3344,76,Shelley,Choisy-le-Roi,Ontario,France,94604 CEDEX,1
3345,619,Dawn,Świdwin,New Brunswick,Poland,78-301,1
3346,432,Spaight,Sarnaki,Nova Scotia,Poland,08-220,1
3347,416,Holmberg,Rusocice,Ontario,Poland,34-115,1
3348,671,Northland,Raszków,Ontario,Poland,63-440,1
3349,299,Goodland,Montluel,Nova Scotia,France,01129 CEDEX,1
3350,411,Westridge,Łomianki,Newfoundland and Labrador,Poland,05-092,1
3351,539,American Ash,Grybów,Quebec,Poland,33-330,1
3352,429,High Crossing,Czerwonak,Ontario,Poland,62-004,1
3353,925,Dottie,Grybów,New Brunswick,Poland,33-330,1
3354,822,Old Gate,Hengelo,Nova Scotia,Netherlands,7554,1
3355,949,Starling,Dębno,Quebec,Poland,74-400,1
3356,553,Banding,Nice,Nova Scotia,France,06073 CEDEX 1,1
3357,582,Kensington,Seynod,Quebec,France,74604 CEDEX,1
3358,866,Hermina,Chenôve,New Brunswick,France,21304 CEDEX,1
3359,151,Norway Maple,Lyon,Newfoundland and Labrador,France,69406 CEDEX 03,1
3360,185,Dovetail,Pamiątkowo,Ontario,Poland,00-805,1
3361,865,Lyons,Lille,Nova Scotia,France,59049 CEDEX,1
3362,544,Bartelt,Metz,Ontario,France,57016 CEDEX 01,1
3363,757,Grayhawk,Zebrzydowice,Manitoba,Poland,43-410,1
3364,739,Jenna,Amiens,Saskatchewan,France,80089 CEDEX 2,1
3365,533,Havey,Dijon,Manitoba,France,21072 CEDEX,1
3366,778,Lunder,Cournon-d'Auvergne,Ontario,France,63804 CEDEX,1
3367,652,Crest Line,Rzgów,Prince Edward Island,Poland,95-030,1
3368,591,Butternut,Auch,Prince Edward Island,France,32004 CEDEX,1
3369,980,Sage,Oksa,Nova Scotia,Poland,28-363,1
3370,127,Golden Leaf,Chodzież,New Brunswick,Poland,64-800,1
3371,634,Kennedy,Villeurbanne,New Brunswick,France,69624 CEDEX,1
3372,188,Russell,Paris 04,Prince Edward Island,France,75195 CEDEX 04,1
3373,578,Algoma,Komprachcice,Quebec,Poland,46-070,1
3374,803,Kinsman,Czeremcha,Alberta,Poland,17-240,1
3375,171,Cody,Skała,Prince Edward Island,Poland,32-043,1
3376,89,Aberg,Giedlarowa,Prince Edward Island,Poland,40-401,1
3377,598,Forest Dale,Paris La Défense,British Columbia,France,92929 CEDEX,1
3378,268,Oneill,Mâcon,Alberta,France,71009 CEDEX,1
3379,747,Thackeray,Konin,Newfoundland and Labrador,Poland,62-510,1
3380,439,Basil,Zamarski,New Brunswick,Poland,43-419,1
3381,668,Hoepker,Lille,Saskatchewan,France,59859 CEDEX,1
3382,951,Lighthouse Bay,Mełgiew,British Columbia,Poland,21-007,1
3383,312,Ilene,Zakliczyn,Alberta,Poland,32-840,1
3384,566,Shasta,Périgueux,Ontario,France,24004 CEDEX,1
3385,337,Blaine,Ivry-sur-Seine,British Columbia,France,94852 CEDEX,1
3386,371,School,Cergy-Pontoise,Manitoba,France,95021 CEDEX,1
3387,136,Del Mar,Parchowo,New Brunswick,Poland,77-124,1
3388,949,Maple,Jeżów,New Brunswick,Poland,95-047,1
3389,726,Parkside,Montpellier,Prince Edward Island,France,34299 CEDEX 5,1
